,recommendation_set_id,user_id,session_id,query_identifier,query_word_count,query_char_count,query_detected_language,query_document_id,document_language_provided,year_published,number_of_authors,abstract_word_count,abstract_char_count,abstract_detected_language,first_author_id,num_pubs_by_first_author,organization_id,application_type,item_type,request_received,hour_request_received,response_delivered,rec_processing_time,app_version,app_lang,user_os,user_os_version,user_java_version,user_timezone,country_by_ip,timezone_by_ip,local_time_of_request,local_hour_of_request,number_of_recs_in_set,recommendation_algorithm_id_used,algorithm_class,cbf_parser,search_title,search_keywords,search_abstract,time_recs_recieved,time_recs_displayed,time_recs_viewed,clicks,ctr,set_clicked
123475,393800,\N,\N,Withheld for privacy,5,20,es,78033299,\N,\N,1,\N,\N,\N,910171,137,1,digital_library,academic_publication,03/09/2019 00:23,0,03/09/2019 00:23,0.0387344,4,es,\N,\N,\N,\N,CO,-500,02/09/2019 17:23,17,7,3,stereotype,\N,no,no,no,\N,\N,\N,1,0.1429,1
123813,394162,\N,\N,Withheld for privacy,13,103,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 08:38,8,03/09/2019 08:38,7.040039999999999,4.3.1,en,\N,\N,\N,\N,IN,530,03/09/2019 12:08,12,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
123993,394346,e6450fe1829d95134378cf3394e40b30,17f3d26182d9fe752067c86c00b249fd,myVolts mickXer - 5-way Passive Mixer with Noise Filtering (Console Black),10,74,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,e-commerce,\N,03/09/2019 10:59,10,03/09/2019 10:59,2.3454200000000003,\N,en,\N,\N,\N,\N,PL,200,03/09/2019 10:59,10,3,21,sentence_embeddings,\N,no,no,no,\N,\N,03/09/2019 10:59,1,0.3333,1
124304,394666,\N,\N,Withheld for privacy,6,40,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 14:05,14,03/09/2019 14:05,7.93359,4.3.1,en,\N,\N,\N,\N,GB,100,03/09/2019 13:05,13,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
124320,394682,\N,\N,Comprehensive Comparison of Reference Managers: Mendeley vs. Zotero vs. Docear | Prof. Joeran Beel (TCD Dublin),15,111,en,124015835,\N,\N,\N,32,195,en,\N,\N,8,blog,article,03/09/2019 14:16,14,03/09/2019 14:16,0.061559,\N,\N,\N,\N,\N,\N,US,-700,03/09/2019 05:16,5,5,14,content_based_filtering,edismax_QP,yes,no,yes,03/09/2019 14:16,03/09/2019 14:16,03/09/2019 14:16,1,0.2,1
124358,394724,\N,\N,"Projects (Machine Learning, Recommender Systems ...) in Dublin | Prof. Joeran Beel (TCD Dublin)",12,95,en,124015828,\N,\N,\N,28,192,en,\N,\N,8,blog,article,03/09/2019 14:36,14,03/09/2019 14:37,1.94533,\N,\N,\N,\N,\N,\N,US,-700,03/09/2019 05:36,5,5,11,content_based_filtering,edismax_QP,yes,no,no,03/09/2019 14:37,03/09/2019 14:37,03/09/2019 14:37,1,0.2,1
124489,394868,\N,\N,Withheld for privacy,4,30,fr,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 15:49,15,03/09/2019 15:49,0.345698,4.3.1,fr,\N,\N,\N,\N,FR,200,03/09/2019 15:49,15,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
124537,394916,d069b97268867dc677d9d061beb86c62,471e4b86e3560c6feb474def098169b6,5-way power splitter cable for Korg Volca by MyVolts (5-way splitter + US PSU) - black,14,86,en,123983416,\N,\N,\N,638,3505,en,\N,\N,4,e-commerce,\N,03/09/2019 16:16,16,03/09/2019 16:16,0.0307946,\N,en,\N,\N,\N,\N,UA,300,03/09/2019 17:16,17,3,31,stereotype,\N,no,no,no,03/09/2019 16:16,03/09/2019 16:16,03/09/2019 16:25,1,0.3333,1
124613,394999,\N,\N,Withheld for privacy,13,90,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 17:00,17,03/09/2019 17:00,9.17263,4.3.1,zh,\N,\N,\N,\N,CN,800,03/09/2019 23:00,23,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
124632,395019,e6450fe1829d95134378cf3394e40b30,17f3d26182d9fe752067c86c00b249fd,Stereo audio cable (3.5mm jack) - black,6,39,es,124016759,\N,\N,\N,37,231,en,\N,\N,4,e-commerce,\N,03/09/2019 17:08,17,03/09/2019 17:08,2.0190799999999998,\N,en,\N,\N,\N,\N,PL,200,03/09/2019 17:08,17,3,13,content_based_filtering,standard_QP,yes,no,yes,03/09/2019 17:08,03/09/2019 17:08,03/09/2019 17:08,1,0.3333,1
124824,395216,ae89045f9d297084aa19210c60890364,17cb6f576798ec6f816a9f522a0da72b,Tascam PSU part GPE248-120200-Z Compatible Power Supply Plug Charger,10,68,en,123983392,\N,\N,\N,114,746,en,\N,\N,4,e-commerce,Everything else,03/09/2019 19:29,19,03/09/2019 19:29,2.0945400000000003,\N,en,\N,\N,\N,\N,HT,-400,03/09/2019 13:29,13,3,13,content_based_filtering,standard_QP,yes,no,yes,03/09/2019 19:29,03/09/2019 19:29,03/09/2019 19:30,1,0.3333,1
124840,395233,97686cbd3f27e3c1b6422f4145c0c9fa,93b67eed25d76ba723198a7f8c9ffd39,Arturia Synthesizer Microfreak Compatible Power Supply Plug Charger,8,67,en,123986916,\N,\N,\N,103,737,en,\N,\N,4,e-commerce,\N,03/09/2019 19:44,19,03/09/2019 19:44,0.0696268,\N,en,\N,\N,\N,\N,US,\N,\N,\N,3,12,content_based_filtering,edismax_QP,yes,yes,yes,03/09/2019 19:44,03/09/2019 19:44,03/09/2019 19:44,1,0.3333,1
124968,395368,fb1e00b65a76f46eb56b0650728e0aff,4855f7e4df8eff40946f86d1c1948e0d,Alesis MIDI controller QX49 Compatible Power Supply Plug Charger,9,64,en,123986975,\N,\N,\N,108,713,en,\N,\N,4,e-commerce,Music making & pedals,03/09/2019 22:13,22,03/09/2019 22:13,2.9424,\N,en,\N,\N,\N,\N,US,-500,03/09/2019 15:13,15,3,9,content_based_filtering,mlt_QP,yes,yes,no,03/09/2019 22:13,03/09/2019 22:13,03/09/2019 22:14,1,0.3333,1
124972,395372,\N,\N,Withheld for privacy,5,38,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 22:19,22,03/09/2019 22:19,4.04761,4.3.1,en,\N,\N,\N,\N,CA,-400,03/09/2019 16:19,16,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
124985,395385,\N,\N,Withheld for privacy,13,95,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,03/09/2019 22:33,22,03/09/2019 22:33,10.4337,4.3.1,en,\N,\N,\N,\N,DE,200,03/09/2019 22:33,22,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
125055,395457,\N,\N,Withheld for privacy,6,49,en,20746002,\N,2005,4,119,867,en,6381679,28,1,digital_library,academic_publication,03/09/2019 23:23,23,03/09/2019 23:23,5.811,4.3.1,en,\N,\N,\N,\N,PK,500,04/09/2019 02:23,2,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
125273,395681,\N,\N,Withheld for privacy,19,121,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 03:19,3,04/09/2019 03:19,14.2997,4.3.1,en,\N,\N,\N,\N,CA,-600,03/09/2019 19:19,19,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
125394,395808,\N,\N,Withheld for privacy,1,14,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 06:10,6,04/09/2019 06:10,0.499623,4.3.1,en,\N,\N,\N,\N,JP,900,04/09/2019 13:10,13,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
125424,395840,\N,\N,Withheld for privacy,6,50,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 06:53,6,04/09/2019 06:53,2.32804,4.3.1,en,\N,\N,\N,\N,GB,100,04/09/2019 05:53,5,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
125427,395843,fb1e00b65a76f46eb56b0650728e0aff,719db7fda685e5de3bfd10ef9d41b1c0,MXQ Android TV box Z4 Compatible Power Supply Plug Charger,10,58,en,124007488,\N,\N,\N,113,678,en,\N,\N,4,e-commerce,\N,04/09/2019 07:02,7,04/09/2019 07:02,0.153023,\N,en,\N,\N,\N,\N,US,-400,04/09/2019 01:02,1,3,27,sentence_embeddings,\N,no,no,no,04/09/2019 07:02,04/09/2019 07:02,04/09/2019 07:23,1,0.3333,1
125431,395847,fb1e00b65a76f46eb56b0650728e0aff,719db7fda685e5de3bfd10ef9d41b1c0,USB to 5V DC power cable compatible with the MXQ M8S Android TV box,15,67,en,123992542,\N,\N,\N,111,559,en,\N,\N,4,e-commerce,\N,04/09/2019 07:05,7,04/09/2019 07:05,2.79514,\N,en,\N,\N,\N,\N,US,-400,04/09/2019 01:05,1,3,13,content_based_filtering,standard_QP,yes,no,yes,04/09/2019 07:05,04/09/2019 07:05,04/09/2019 07:07,1,0.3333,1
125508,395928,\N,\N,Withheld for privacy,9,63,en,15976423,\N,2016,4,177,1245,en,8343030,8,1,digital_library,academic_publication,04/09/2019 08:56,8,04/09/2019 08:56,2.04271,4.3.1,en,\N,\N,\N,\N,CN,800,04/09/2019 14:56,14,3,6,content_based_filtering,mlt_QP,yes,no,no,\N,\N,\N,1,0.3333,1
125777,396206,\N,\N,Withheld for privacy,6,50,en,18193977,\N,2012,4,305,1991,en,1703944,243,1,digital_library,academic_publication,04/09/2019 12:33,12,04/09/2019 12:33,0.660617,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,04/09/2019 12:33,12,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,3,0.4286,1
125784,396213,\N,\N,Withheld for privacy,16,106,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 12:39,12,04/09/2019 12:40,11.2194,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,04/09/2019 12:39,12,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
126092,396535,\N,\N,Withheld for privacy,6,51,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 16:05,16,04/09/2019 16:06,3.3266,4.3.1,en,\N,\N,\N,\N,DE,200,04/09/2019 16:05,16,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
126168,396613,\N,\N,Withheld for privacy,10,89,en,185143,\N,2010,6,\N,\N,\N,197111,18,1,digital_library,academic_publication,04/09/2019 16:36,16,04/09/2019 16:36,4.6233,4.3.1,en,\N,\N,\N,\N,DE,200,04/09/2019 16:36,16,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
126177,396622,\N,\N,Withheld for privacy,10,66,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 16:40,16,04/09/2019 16:41,11.8662,4.3.1,en,\N,\N,\N,\N,DE,200,04/09/2019 16:40,16,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
126354,396808,\N,\N,Withheld for privacy,13,99,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 18:51,18,04/09/2019 18:51,21.0329,4.3.1,en,\N,\N,\N,\N,BE,200,04/09/2019 18:51,18,7,8,content_based_filtering,standard_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
126394,396851,\N,\N,Withheld for privacy,7,50,af,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 19:22,19,04/09/2019 19:22,3.8719699999999997,4.3.1,en,\N,\N,\N,\N,IN,530,04/09/2019 22:52,22,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,4,0.5714,1
126399,396856,\N,\N,Withheld for privacy,7,46,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 19:22,19,04/09/2019 19:22,4.49359,4.3.1,en,\N,\N,\N,\N,TH,700,05/09/2019 00:22,0,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
126407,396864,\N,\N,Withheld for privacy,7,46,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 19:29,19,04/09/2019 19:29,3.8149599999999997,4.3.1,en,\N,\N,\N,\N,TH,700,05/09/2019 00:29,0,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,9,1.2857,1
126413,396870,2df91cd846e905cc5ec478cc35416fdf,278991e8dbfd7eb531ec1bcb81a7be44,Seagate External hard drive FreeAgent Pro 500GB Compatible Power Supply Plug Charger,12,84,en,124010602,\N,\N,\N,125,831,en,\N,\N,4,e-commerce,Hard drives & NAS,04/09/2019 19:34,19,04/09/2019 19:34,3.1295599999999997,\N,en,\N,\N,\N,\N,US,-500,04/09/2019 12:34,12,3,7,content_based_filtering,standard_QP,yes,yes,no,\N,\N,04/09/2019 19:34,1,0.3333,1
126449,396907,\N,\N,Withheld for privacy,9,53,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 20:01,20,04/09/2019 20:01,9.764619999999999,4.3.1,en,\N,\N,\N,\N,CA,-400,04/09/2019 14:01,14,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
126503,396964,\N,\N,Withheld for privacy,5,45,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 20:48,20,04/09/2019 20:48,3.49252,4.3.1,en,\N,\N,\N,\N,DE,200,04/09/2019 20:48,20,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
126672,397141,\N,\N,Withheld for privacy,15,97,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,04/09/2019 23:33,23,04/09/2019 23:33,7.6913100000000005,4.3.1,de,\N,\N,\N,\N,DE,200,04/09/2019 23:33,23,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,2,0.2857,1
126740,397212,05e198370527fed40d6448aca1002ca2,2b87d422871b0b10908dd0dcf662fdb0,Apogee Audio Interface Apogee Duet 2 (iOS version) Compatible Power Supply Plug Charger,12,87,en,123984233,\N,\N,\N,126,851,en,\N,\N,4,e-commerce,Music making & pedals,05/09/2019 01:01,1,05/09/2019 01:01,0.0733654,\N,en,\N,\N,\N,\N,US,-400,04/09/2019 19:01,19,3,7,content_based_filtering,standard_QP,yes,yes,no,05/09/2019 01:01,05/09/2019 01:01,05/09/2019 01:02,1,0.3333,1
126742,397214,\N,\N,Withheld for privacy,9,79,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 01:01,1,05/09/2019 01:01,0.035222500000000004,5.0-dev--snapshot--2019-09-04--master--21ab1d200,en,Linux,\N,\N,Europe/Vienna,AT,200,05/09/2019 01:01,1,7,4,stereotype,\N,no,no,no,\N,\N,\N,1,0.1429,1
126778,397251,d7db044c8e17b17fee67ab15bca9ee1c,20ba8d8c98eda12a8b12bec244469bcf,LaCie External hard drive RUG FWSA 500GB Compatible Power Supply Plug Charger,12,77,en,123994971,\N,\N,\N,125,787,en,\N,\N,4,e-commerce,Hard drives & NAS,05/09/2019 01:35,1,05/09/2019 01:35,2.93739,\N,en,\N,\N,\N,\N,US,-700,04/09/2019 16:35,16,3,12,content_based_filtering,edismax_QP,yes,yes,yes,05/09/2019 01:35,05/09/2019 01:35,05/09/2019 01:37,1,0.3333,1
126920,397401,\N,\N,Living in Tokyo / Working at the NII | Prof. Joeran Beel (TCD Dublin),12,69,en,124015887,\N,\N,\N,\N,\N,\N,\N,\N,8,blog,article,05/09/2019 04:50,4,05/09/2019 04:50,5.35783,\N,\N,\N,\N,\N,\N,KR,900,05/09/2019 11:50,11,5,14,content_based_filtering,edismax_QP,yes,no,yes,05/09/2019 04:50,05/09/2019 04:50,05/09/2019 04:50,1,0.2,1
127005,397491,\N,\N,Withheld for privacy,11,88,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 07:04,7,05/09/2019 07:04,7.52482,4.3.1,en,\N,\N,\N,\N,IN,530,05/09/2019 10:34,10,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
127033,397520,\N,\N,Withheld for privacy,13,106,en,807210,\N,\N,1,311,2183,en,472610,21,1,digital_library,academic_publication,05/09/2019 07:50,7,05/09/2019 07:50,6.64182,4.3.1,en,\N,\N,\N,\N,MX,-500,05/09/2019 00:50,0,7,2,content_based_filtering,edismax_QP,yes,yes,no,\N,\N,\N,1,0.1429,1
127042,397529,3ce5de6574b74d9e6f6657547091755b,267cbf24f3ec3af62099944ae4854976,Alesis Drum machine HR-16 early Compatible Power Supply Plug Charger,10,68,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,e-commerce,\N,05/09/2019 08:06,8,05/09/2019 08:06,0.0732703,\N,en,\N,\N,\N,\N,US,-700,04/09/2019 23:06,23,3,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,05/09/2019 08:16,3,1.0,1
127079,397569,\N,\N,Withheld for privacy,7,72,da,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 08:48,8,05/09/2019 08:48,2.72458,4.3.1,en,\N,\N,\N,\N,NO,200,05/09/2019 08:48,8,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
127154,397646,\N,\N,Withheld for privacy,5,39,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,0,\N,05/09/2019 09:15,9,05/09/2019 09:16,10.4477,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
127177,397673,\N,\N,Withheld for privacy,6,40,en,21323408,\N,1997,1,8,50,en,432362,2331,1,digital_library,academic_publication,05/09/2019 10:22,10,05/09/2019 10:22,1.02099,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 10:22,10,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
127219,397718,e6450fe1829d95134378cf3394e40b30,c04c90bf57a9f3038bfdc4fa9a14384c,myVolts mickXer - 5-way Passive Mixer with Noise Filtering (Go-Faster Red),11,74,en,124016755,\N,\N,\N,374,2426,en,\N,\N,4,e-commerce,\N,05/09/2019 10:45,10,05/09/2019 10:45,0.342763,\N,en,\N,\N,\N,\N,IT,200,05/09/2019 10:45,10,3,27,sentence_embeddings,\N,no,no,no,05/09/2019 10:45,05/09/2019 10:45,05/09/2019 10:45,1,0.3333,1
127301,397804,eb7bb047cb5cfbdb8c7987e72cf102f2,e4bb5b3165fea50247c11faa2fbd301f,5-way power splitter cable for Korg Volca by MyVolts (5-way splitter + US PSU) - white,14,86,en,123983177,\N,\N,\N,638,3505,en,\N,\N,4,e-commerce,\N,05/09/2019 11:25,11,05/09/2019 11:25,0.0625222,\N,en,\N,\N,\N,\N,UY,-300,05/09/2019 06:25,6,3,13,content_based_filtering,standard_QP,yes,no,yes,05/09/2019 11:25,05/09/2019 11:25,05/09/2019 11:29,1,0.3333,1
127335,397838,\N,\N,Withheld for privacy,7,53,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 11:42,11,05/09/2019 11:42,0.577819,4.3.1,en,\N,\N,\N,\N,PL,200,05/09/2019 11:42,11,7,11,content_based_filtering,edismax_QP,yes,no,no,\N,\N,\N,1,0.1429,1
127370,397873,\N,\N,Withheld for privacy,8,60,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 11:53,11,05/09/2019 11:53,6.4911900000000005,4.3.1,en,\N,\N,\N,\N,NO,200,05/09/2019 11:53,11,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
127477,397984,\N,\N,Withheld for privacy,11,86,en,11667158,\N,2017,1,162,1153,en,5393497,81,1,digital_library,academic_publication,05/09/2019 12:46,12,05/09/2019 12:46,6.81422,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 12:46,12,7,14,content_based_filtering,edismax_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
127509,398017,\N,\N,Withheld for privacy,7,57,en,12221203,\N,2004,1,167,1109,en,5615643,108,1,digital_library,academic_publication,05/09/2019 12:57,12,05/09/2019 12:57,3.36985,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 12:57,12,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,1,0.1429,1
127624,398140,\N,\N,Withheld for privacy,3,30,fr,19527626,\N,2006,3,107,749,en,5602104,119,1,digital_library,academic_publication,05/09/2019 14:09,14,05/09/2019 14:09,3.83204,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,05/09/2019 14:09,14,5,10,content_based_filtering,mlt_QP,yes,yes,yes,\N,\N,\N,2,0.4,1
127647,398166,\N,\N,Withheld for privacy,9,70,en,15932092,\N,2015,5,156,965,en,7261144,18,1,digital_library,academic_publication,05/09/2019 14:20,14,05/09/2019 14:20,5.02637,5.0-alpha,\N,Not provided,\N,\N,Not provided,DE,200,05/09/2019 14:20,14,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
127793,398322,\N,\N,Withheld for privacy,11,61,en,28991630,\N,\N,1,\N,\N,\N,14642256,1,1,digital_library,academic_publication,05/09/2019 15:30,15,05/09/2019 15:30,8.45904,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 15:30,15,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
127804,398338,\N,\N,Withheld for privacy,4,34,de,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 15:34,15,05/09/2019 15:34,6.0999,4.3.1,de,\N,\N,\N,\N,DE,200,05/09/2019 15:34,15,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,3,0.4286,1
127859,398397,\N,\N,Withheld for privacy,11,86,en,11667158,\N,2017,1,162,1153,en,5393497,81,1,digital_library,academic_publication,05/09/2019 16:02,16,05/09/2019 16:02,8.13935,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 16:02,16,7,21,sentence_embeddings,\N,no,no,no,\N,\N,\N,2,0.2857,1
127861,398399,\N,\N,Docear4Word 1.23 Released | Prof. Joeran Beel (TCD Dublin),8,58,en,124015866,\N,\N,\N,36,194,en,\N,\N,8,blog,article,05/09/2019 16:02,16,05/09/2019 16:02,0.033095599999999996,\N,\N,\N,\N,\N,\N,NL,200,05/09/2019 16:02,16,5,9,content_based_filtering,mlt_QP,yes,yes,no,05/09/2019 16:02,05/09/2019 16:02,05/09/2019 16:03,1,0.2,1
127914,398454,\N,\N,Withheld for privacy,5,30,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 16:23,16,05/09/2019 16:23,12.9999,4.3.1,en,\N,\N,\N,\N,AT,200,05/09/2019 16:23,16,7,12,content_based_filtering,edismax_QP,yes,yes,yes,\N,\N,\N,1,0.1429,1
128014,398554,43b864bde60564a9abad0598b1d5d203,471e4b86e3560c6feb474def098169b6,Ripcord USB to 12V DC power cable compatible with the Elektron Digitakt Drum sampler,14,84,en,124016571,\N,\N,\N,126,716,en,\N,\N,4,e-commerce,\N,05/09/2019 17:18,17,05/09/2019 17:18,0.060165199999999995,\N,en,\N,\N,\N,\N,GB,100,05/09/2019 16:18,16,3,32,unknown,\N,no,no,no,05/09/2019 17:18,05/09/2019 17:18,05/09/2019 17:19,1,0.3333,1
128041,398582,\N,\N,We Welcome Colin Daly to our Research Group as a Ph.D. student | Prof. Joeran Beel (TCD Dublin),18,95,en,124016401,\N,\N,\N,38,191,en,\N,\N,8,blog,article,05/09/2019 17:34,17,05/09/2019 17:34,0.0291221,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,32,unknown,\N,no,no,no,05/09/2019 17:34,05/09/2019 17:34,05/09/2019 17:34,1,0.2,1
128058,398601,3ce5de6574b74d9e6f6657547091755b,ddb42371849de808de2322d8aa649277,5-way power splitter cable for Roland Boutiques by myVolts (5-way splitter PLUS US PSU),14,87,en,123983178,\N,\N,\N,330,1898,en,\N,\N,4,e-commerce,\N,05/09/2019 17:52,17,05/09/2019 17:52,3.3596199999999996,\N,en,\N,\N,\N,\N,US,\N,\N,\N,3,13,content_based_filtering,standard_QP,yes,no,yes,05/09/2019 17:52,05/09/2019 17:52,05/09/2019 17:52,1,0.3333,1
128146,398692,\N,\N,Withheld for privacy,13,84,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 18:50,18,05/09/2019 18:51,11.9451,4.3.1,en,\N,\N,\N,\N,DE,200,05/09/2019 18:50,18,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
128166,398713,3ce5de6574b74d9e6f6657547091755b,3effbe51fcbe579b3fce34d92d99ca86,Ion Turntable Classic LP Compatible Power Supply Plug Charger,9,61,en,124016195,\N,\N,\N,109,703,en,\N,\N,4,e-commerce,DAB & audio,05/09/2019 19:09,19,05/09/2019 19:09,0.076721,\N,en,\N,\N,\N,\N,US,-400,05/09/2019 13:09,13,3,8,content_based_filtering,standard_QP,yes,yes,yes,05/09/2019 19:09,05/09/2019 19:09,05/09/2019 19:10,1,0.3333,1
128256,398809,\N,\N,Which one is the best reference management software? | Prof. Joeran Beel (TCD Dublin),13,85,en,124015841,\N,\N,\N,29,197,en,\N,\N,8,blog,article,05/09/2019 20:32,20,05/09/2019 20:32,3.3007,\N,\N,\N,\N,\N,\N,GB,100,05/09/2019 19:32,19,5,6,content_based_filtering,mlt_QP,yes,no,no,05/09/2019 20:32,05/09/2019 20:32,05/09/2019 20:32,1,0.2,1
128268,398821,\N,\N,Withheld for privacy,10,76,en,10791621,en,2007,2,201,1394,en,5368095,292,1,digital_library,academic_publication,05/09/2019 20:41,20,05/09/2019 20:41,17.4476,4.3.1,en,\N,\N,\N,\N,DZ,100,05/09/2019 19:41,19,7,13,content_based_filtering,standard_QP,yes,no,yes,\N,\N,\N,2,0.2857,1
128272,398826,\N,\N,Withheld for privacy,8,47,en,11409244,\N,2016,2,115,759,en,5579419,4,1,digital_library,academic_publication,05/09/2019 20:43,20,05/09/2019 20:43,5.16593,4.3.1,en,\N,\N,\N,\N,DZ,100,05/09/2019 19:43,19,7,27,sentence_embeddings,\N,no,no,no,\N,\N,\N,1,0.1429,1
128308,398864,\N,\N,Withheld for privacy,13,104,en,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,digital_library,academic_publication,05/09/2019 21:00,21,05/09/2019 21:00,7.6595,4.3.1,pt_BR,\N,\N,\N,\N,BR,-300,05/09/2019 16:00,16,7,1,content_based_filtering,standard_QP,yes,no,no,\N,\N,\N,1,0.1429,1
